Row Id,P_donor
1702,0.5715374456721534
797,0.5715226784670256
1186,0.5712932015701798
1563,0.5712418264564155
1888,0.5711857250939308
1276,0.5711836819780501
729,0.5709223786107082
1056,0.5709215967462933
42,0.5708896862159459
103,0.5703826467243567
81,0.570178543015161
324,0.5700133127351594
1577,0.5699744980631547
891,0.5699484637816064
420,0.5697908979812991
1936,0.5697323031145873
1092,0.5696044776065087
1799,0.5694297666787347
1333,0.5692929050017101
1989,0.5692217381185942
1979,0.5691443520904739
708,0.5690810094516564
804,0.5688577755871814
1400,0.5686076387994767
314,0.5685241598756035
710,0.5684182967138478
1824,0.5681449928592115
194,0.5675881239618296
506,0.5673275858524736
1616,0.5671550931078378
1611,0.567140615006426
1704,0.5669767221270345
856,0.5669736837344836
1872,0.5669123733679398
931,0.5669015389007731
1640,0.5665054300265154
231,0.5664380126243705
72,0.5663919224491346
1749,0.5663682230298105
319,0.5663561721111676
1480,0.5663441212442858
1356,0.5662205705969754
131,0.565801850268424
1642,0.5655462325419338
1260,0.5655411057998647
935,0.5651795509724566
1323,0.5647042299592874
1960,0.5646814366348356
870,0.564609448552924
1115,0.5644791786502871
1842,0.5644671314338608
1893,0.5641555964468409
1532,0.5640379349148906
1686,0.5639764072617369
1172,0.5635224049010384
1582,0.5634462132184399
790,0.5634359415800454
740,0.5634141098312987
98,0.5633081071925329
1247,0.563152486187262
1664,0.5631084033012594
888,0.5630600028974078
799,0.5627912118001042
1448,0.5627593959403938
954,0.5627351582627477
1205,0.5623872949916252
1319,0.5623288236781122
512,0.562134054779126
196,0.561934809876453
840,0.561838364393415
323,0.5618111899283995
1889,0.5616443286526723
321,0.5616090386597079
787,0.5615457707942562
1474,0.5615170528335309
1156,0.561475047570116
650,0.561172100654793
596,0.560994580649511
1622,0.5609051533973956
225,0.560807881844434
1212,0.5604862004716776
1111,0.5604404119207104
1682,0.5603480852457156
96,0.5601402449941391
383,0.5600119452512349
1133,0.5598191994125746
1311,0.5598109303133969
521,0.55966458768798
1983,0.5595609916787139
1758,0.5595570063561179
674,0.5595261704605996
1655,0.5593095794198298
1618,0.5592555774206109
354,0.5589899297857409
1089,0.5587655570157842
378,0.5585167964619571
252,0.558469083249372
1107,0.5583106803935667
1229,0.5582963360360208
579,0.5582415671106514
742,0.5580922317024457
747,0.5580256689927308
571,0.5579149799755627
449,0.5578010962946781
933,0.5576176966051373
212,0.5575489892315273
152,0.5573711901473135
1020,0.5573527087413528
310,0.5573362714777679
608,0.5571753538161771
163,0.5571588267032817
941,0.5571239258395001
892,0.5570754084774413
526,0.5568491623487227
1396,0.556722470143127
499,0.5563902377969652
256,0.5563809387272258
1162,0.5563732335545925
122,0.5563685212053273
1877,0.5562826819485036
862,0.5562148260332184
1785,0.5562146242043214
660,0.5562031420862227
217,0.5561853443459285
1696,0.5560942446196109
67,0.5559023492216925
1544,0.5557192718853765
167,0.555691918692984
829,0.5555126666338747
1797,0.5549694857759857
576,0.5549353697282167
1353,0.5549057432248146
1377,0.554704582522213
989,0.5544908332362878
405,0.5541493777870136
1518,0.5540986594792413
908,0.5539749779917237
184,0.5539559147589322
1560,0.5538005641764892
86,0.5537132956203764
1866,0.5537026711980584
1546,0.5535013386129225
284,0.5534190634211666
1195,0.5532875400116887
161,0.5531114605853873
577,0.5530987480882726
1254,0.5528976159767607
1167,0.5528848363977411
1284,0.5526806033329136
614,0.5525727626227156
1309,0.5525245938336271
812,0.552510036444092
1771,0.5524419469341979
1069,0.5524113233887374
1057,0.552279872858877
155,0.5522145545540382
147,0.5521096602193183
599,0.5520630925368275
813,0.5518792117370696
853,0.5518548437907852
1931,0.5518067514071019
723,0.5518042084887791
221,0.5517256066782511
817,0.5516182704934818
1483,0.5516018072278667
1964,0.5514869284429551
1141,0.5514178098378404
1245,0.5512984832141792
1587,0.5512869770101103
141,0.551243440630134
1191,0.55111289364506
1901,0.5511030002584721
219,0.5510569679373948
1882,0.5509946679930289
967,0.5507885307126702
825,0.5507528571339296
858,0.5507450891048525
1509,0.5506676312279684
1210,0.5503790123437236
1921,0.5501723905462887
438,0.5498760209684908
1659,0.5497504545936905
1972,0.5493780638572836
969,0.5493102236107725
1082,0.5491828449533007
963,0.5490213877830215
1662,0.5486662131448783
1096,0.5483842115114622
1387,0.548281772028411
987,0.5481525644141862
896,0.5479822169517451
57,0.5477218157615914
317,0.5476497051533047
537,0.5471753787368719
242,0.5471140439802599
986,0.5470975295733271
857,0.5467827865051497
566,0.5467138926400906
1754,0.5467107955702233
949,0.5466510580397453
1192,0.5465922918588992
318,0.5465814928865453
1367,0.5464857776421966
366,0.5463731390558384
1663,0.5462273884781366
182,0.5457858790463395
1578,0.5456275114221059
659,0.5455735556786105
1589,0.5454793761657137
847,0.5453602105964156
509,0.5453084502008044
1197,0.5452566966542823
1188,0.5452403667079829
1782,0.545020180219683
452,0.5449111080567217
830,0.5448781845242063
1355,0.5448164394238751
1060,0.5447764636211484
1464,0.5447003911179628
1810,0.5446318296755844
272,0.5445714111178959
1213,0.5445576019602857
998,0.544511125703451
275,0.5443543715046901
118,0.5441386428012958
994,0.5439999513417837
71,0.5438745399400059
1015,0.5438665074105391
1103,0.5438257380523
222,0.5437904081071483
415,0.5436356106774257
754,0.5435767540590097
1636,0.5434389210605264
1566,0.5429741882879647
325,0.5429334162019489
1548,0.5428423193601731
461,0.5427523569666993
1294,0.5426328161209534
962,0.5417057628533266
1573,0.5416115453389104
1130,0.541563709743598
1401,0.5414511569806258
1975,0.5414081754549274
957,0.5412943569137867
612,0.541231950479255
1485,0.5411861871888047
1307,0.5411707997623741
909,0.5411121304362354
603,0.5409863145564794
1361,0.5408638179903626
631,0.5406683667704217
637,0.540626995630234
1875,0.5405618251535371
1629,0.540533055909991
500,0.5405098557789595
779,0.5404216454224169
1557,0.540408802254393
1453,0.5403356628344885
1214,0.540329311986532
713,0.5402685377477562
1042,0.5402168736474486
206,0.5402157339113133
1223,0.5401903460424353
1615,0.5401451060293643
287,0.5401248519346956
796,0.540066959731651
785,0.5400433476143595
1827,0.5400062155742473
538,0.5398800440786848
1796,0.5398309566300149
369,0.5397872287391253
1506,0.5396994119560835
1369,0.5395603125726832
972,0.5395283264580123
458,0.539448205464447
1510,0.5393989468541442
898,0.5392432697594375
1280,0.5390526769303311
1598,0.5390063516732662
1292,0.5389629486723866
652,0.5388457126273214
1224,0.5388138891876169
1024,0.5383226466048032
1360,0.5382852794883963
1854,0.5381344744801738
298,0.5379512183842526
1519,0.5379429044572963
400,0.537912679065177
162,0.537774556322494
1753,0.5376376455963268
1039,0.5376317774966444
1154,0.537371250493995
615,0.5373096024179635
465,0.5372702005535547
1219,0.5371896632485765
339,0.5371238760669148
901,0.5371044921566624
1137,0.5368260985479114
428,0.5368256050908863
641,0.5368162711001816
376,0.5367381792792613
331,0.536665869006529
249,0.5365989584432531
1009,0.5365240209474735
741,0.5364385752678305
301,0.5363420861295863
1446,0.536341024759196
1170,0.5363134800329908
1844,0.5360904429296489
1248,0.5360654959787388
1275,0.5358197913604795
1541,0.5356800391419737
1428,0.5356568399906987
343,0.535624967879933
810,0.5355470038114714
1271,0.5353161042077164
1334,0.535302369393168
516,0.5350008335665514
1426,0.5349428675373806
495,0.534751870747404
745,0.5344799667856273
1517,0.5344429906443734
739,0.5343333840256766
1818,0.5343254275170776
291,0.5342558385913947
553,0.534254312674251
1314,0.5342444957986728
254,0.5341032260997141
63,0.5340958963328704
927,0.5339883930703523
823,0.5339191103697496
463,0.5338280304935392
879,0.5338031944132767
1404,0.53371523763739
1026,0.533580057018476
429,0.533195599248327
1164,0.5329520684644606
973,0.5329156512264961
728,0.5327025214467263
1941,0.5325108614998073
1110,0.532352334507701
1358,0.5321021054858962
394,0.5320110035424616
1711,0.5319876219049695
1892,0.5319181470247156
1523,0.5316715812874754
1338,0.5316376818415057
1416,0.5315192617301756
1239,0.5314333984902272
585,0.5313694955436583
1884,0.5312982944464497
1644,0.5312184508789602
1568,0.5308866547970361
267,0.5308164435290496
1385,0.5307599848032333
1585,0.5307339991380771
121,0.5306603343130541
1767,0.530629076553071
251,0.5305172822946608
1953,0.5304788564044297
21,0.5301419921528712
1072,0.5299932706693361
587,0.529762535185599
1503,0.5297304572219302
110,0.529653323609173
282,0.5293373710756123
1880,0.5293357020689493
1994,0.5291619652729479
1867,0.5288055149551597
556,0.5287810377462806
1613,0.5286913720435028
1476,0.5284602909475771
1037,0.5281598617720588
882,0.528105209089953
412,0.5280784464012738
727,0.5279763180388083
852,0.5279137082166976
1792,0.5278430156785923
424,0.5277687875335348
581,0.5277504151346246
164,0.5277052042118928
1925,0.5274987699439125
58,0.5274801845448402
1181,0.527404673388039
157,0.5273461381855502
1093,0.5272509783211553
375,0.5271348816879855
917,0.527131050147942
1673,0.5269920481433725
793,0.52696501408203
160,0.5268128123780549
513,0.5266984895603503
1409,0.5266957616972601
1501,0.5266200836348559
1911,0.526595483464763
580,0.5265895756857505
240,0.526577299983284
129,0.5265695055721804
885,0.5265628330499724
330,0.5264322999134893
50,0.5263969043503344
1414,0.5263805802511023
1855,0.5263301403348305
1288,0.5261702291575961
1638,0.5261648055784449
257,0.5260788469983041
1899,0.5260196646337031
1923,0.5260147273959723
694,0.5259528068823303
527,0.5258708438181263
60,0.5257865459677564
1633,0.5257585597565808
956,0.5257286971203987
1402,0.525676383417899
1449,0.5256305567220794
269,0.5254518542299074
1687,0.5254195940895406
1348,0.5253756879388783
589,0.5252469766800688
1023,0.5252457081234736
1139,0.5251828916399996
883,0.5251795375732023
151,0.525172245015479
934,0.5251111911817353
653,0.5250408290354956
988,0.5250361529097707
902,0.524969292507732
1995,0.5247751042225414
1891,0.5247366832052555
563,0.5246309823172646
1847,0.5245516389846676
1475,0.5244169004382492
878,0.5241607554426353
1620,0.5238779655618241
112,0.5238495521889498
814,0.5237759749164664
382,0.5236111900740268
1000,0.5234457108405386
1550,0.5234284696718241
1572,0.523416543218799
1059,0.5234014253272825
1695,0.5233330263456151
1209,0.5230247502901545
1940,0.5229860346954063
466,0.5229730105768197
1905,0.5229502847204178
1559,0.5229348894856427
1674,0.522895364898568
1768,0.5227339398561021
381,0.5225898388172476
554,0.5225753918548046
565,0.5224757177442602
1928,0.5223445833958518
1507,0.5222444631977294
547,0.5221570090446064
1298,0.5219423969094812
1900,0.521651875184603
1906,0.521412402592032
248,0.5213458518519745
1632,0.5213058774126631
320,0.5212965999895223
191,0.5212456937706366
100,0.5211295370543534
1939,0.5210285669532548
1555,0.520990776506951
540,0.5209718252323202
1378,0.5206423508010867
270,0.5205898978768252
1332,0.5205828224351507
1222,0.5205469914143696
899,0.5205382394773941
173,0.5204993653387769
1943,0.520413819616902
1136,0.5203824624669121
404,0.520370878584411
227,0.5200675328727655
1006,0.5199837858913609
568,0.5199569792001669
1579,0.5198433606593063
1204,0.5197113296032774
911,0.5194384218673389
1127,0.5193381695448942
1471,0.519219830075994
752,0.5191507686189581
277,0.5191026369752643
1041,0.5190964752875682
1918,0.5190600951176855
126,0.5189096359846929
1781,0.5188862575289205
1415,0.5188774606170142
349,0.5186903797315516
991,0.5185459645016272
1734,0.5183799380848721
279,0.5182719903248487
1054,0.5182051824015911
617,0.5181767831573117
435,0.51811461188327
1871,0.518113358025233
505,0.5180567330287075
876,0.517989196544013
97,0.5178052312163892
1493,0.517722953975477
918,0.5176720357100333
1902,0.5174778428740523
697,0.5172890179998748
1147,0.5172746016573163
981,0.5172696237692594
263,0.5172164118222636
1422,0.5172124302841582
1776,0.516918458562072
1331,0.516576273441358
315,0.5164402483776701
1087,0.5164374901864603
402,0.5162400855601406
1073,0.5162228914939897
12,0.5160778056003874
1393,0.5159917692792073
108,0.5159791289603615
651,0.515863409850084
482,0.5157337925234456
492,0.5153267308368767
1926,0.515276254246111
951,0.5151661011770432
53,0.515044519216327
1208,0.514912799000419
586,0.5149011684103613
808,0.5147965531473995
459,0.5147113774241848
914,0.5145084606669664
673,0.5144535248811306
1058,0.5144256129689745
807,0.514417925039335
359,0.5144173757414705
1102,0.5141989836725672
1308,0.5141764815089169
1714,0.5140139257855344
1148,0.5139966453314867
1709,0.5139623822320728
1718,0.5137788805320791
1680,0.5137563447200361
1991,0.5134952085623029
138,0.5134736504407845
664,0.5132429907194487
1619,0.513216571136217
407,0.5131293083243157
1534,0.5130686898629728
1494,0.5129881607681765
1594,0.512903087324435
510,0.512894639617629
629,0.5128717083864269
1677,0.5125834182904725
74,0.5125234454596018
1043,0.512260608854853
1151,0.5120596816261619
904,0.5120283303487511
207,0.5118026292913428
607,0.511698205722971
485,0.5116481889582848
976,0.511624827466683
44,0.5115772941461268
1668,0.5112358600703126
627,0.5112004820917689
1200,0.5110395621098076
773,0.5109653850184942
1561,0.5108850843491878
357,0.5107134086772103
148,0.5106862625228202
391,0.5106653176561462
1350,0.5105435835530626
605,0.5105229499331208
542,0.5104637331332655
109,0.5103840458552863
494,0.5101367114077585
1017,0.5100181928037545
663,0.5098718392490152
886,0.5098666180308492
691,0.5097905095418644
1691,0.5097188593958745
953,0.5096809471608427
289,0.509634406531749
525,0.509628757420258
1959,0.5095437550430351
1805,0.50943272714513
142,0.5092984225410696
235,0.5092071607696926
46,0.5090393331088049
1380,0.5088980740792077
113,0.5088148236320311
1774,0.5086966250994195
1194,0.508396741284243
408,0.5083886062456111
884,0.5082471719984661
1671,0.5080431887404097
278,0.5079893335999799
1052,0.5079568196588403
1018,0.5079368906831689
534,0.5079359414750936
835,0.507861583900482
1207,0.5077924484221735
1269,0.5074396366124934
1034,0.5073234386201484
1978,0.5071551009647449
1700,0.5071245910271537
642,0.5069518089100374
1547,0.5067024195564878
179,0.506694307530581
